x1,x2,y
1.491,2.100,0
2.754,0.094,1
3.446,1.246,1
1.024,0.623,0
4.983,3.780,0
2.497,1.743,0
2.195,1.398,0
2.623,4.808,1
3.535,4.972,0
0.215,2.001,1
3.870,1.055,1
4.008,1.759,1
2.835,3.295,0
3.773,3.810,0
1.283,1.384,0
1.059,2.903,1
4.455,1.740,1
1.373,1.569,0
2.826,3.163,0
2.896,0.286,1
4.644,1.271,1
4.558,1.916,1
4.175,4.855,0
0.741,0.735,0
3.642,3.061,0
4.113,3.870,0
4.074,4.363,0
4.557,1.772,1
0.848,0.714,0
0.274,1.311,0
4.253,4.153,0
3.620,3.130,0
2.198,2.710,0
2.122,4.197,1
0.540,0.939,0
1.748,4.175,1
1.098,3.970,1
3.694,1.001,1
2.141,1.742,0
4.928,4.571,0
3.203,3.174,0
3.684,1.014,1
4.929,4.292,0
1.497,2.336,0
4.046,0.624,1
0.331,2.891,1
4.937,0.192,1
1.146,0.226,0
1.263,0.976,0
0.858,4.961,1
1.296,4.007,1
4.500,4.031,0
3.542,2.327,0
2.150,2.308,0
1.211,3.833,1
4.262,2.448,1
4.057,3.765,0
4.686,3.732,0
2.755,0.808,1
4.323,3.336,0
1.161,0.533,0
3.047,1.042,1
4.016,0.861,1
4.188,0.454,1
0.084,3.441,1
3.688,1.022,1
2.597,3.885,0
0.994,4.452,1
1.750,4.136,1
0.792,1.034,0
0.432,4.199,1
0.516,0.226,0
1.727,2.817,0
2.662,3.858,0
0.024,0.813,0
2.807,0.885,1
3.873,3.704,0
0.900,4.371,1
2.701,4.075,0
2.977,4.559,0
2.888,2.045,0
1.962,4.565,1
0.978,1.073,0
2.112,4.534,1
0.446,3.942,1
0.965,2.698,1
1.086,0.379,0
1.973,0.029,1
3.018,2.123,0
3.706,0.145,1
2.057,4.410,1
3.607,3.197,0
3.237,1.568,0
2.105,1.078,0
1.237,4.184,1
0.152,0.583,0
0.092,1.883,1
4.949,0.736,1
3.723,2.811,0
3.693,0.443,1
2.795,1.850,0
3.283,4.329,0
1.417,1.655,0
4.974,4.983,0
1.719,2.984,0
3.916,1.070,1
3.877,0.166,1
1.995,2.760,0
4.956,2.940,1
2.809,3.538,0
1.663,0.487,0
3.109,0.787,1
1.860,2.404,0
2.050,0.845,0
2.386,2.422,0
2.347,3.571,0
1.743,4.352,1
0.901,0.813,0
3.959,4.201,0
1.712,1.809,0
0.036,1.848,1
0.736,1.823,0
3.949,3.079,0
2.126,2.529,0
1.973,1.183,0
2.800,1.200,0
