x1,x2,y
5.053,4.503,0
4.945,4.726,0
4.699,0.090,1
5.562,5.629,0
3.603,5.311,1
1.908,5.151,1
3.260,1.049,1
2.556,3.691,1
2.144,3.321,1
6.825,4.536,1
3.060,1.614,1
3.188,4.823,1
6.616,2.807,1
2.334,5.816,1
6.590,0.038,1
1.387,5.317,1
1.752,0.110,1
6.389,6.422,0
1.876,4.174,1
6.122,4.943,1
2.798,2.789,0
5.513,4.506,1
3.907,0.857,1
0.523,2.747,1
2.118,4.282,1
5.388,6.077,0
6.314,1.642,1
3.669,5.699,1
2.471,1.196,1
1.175,5.854,1
1.774,5.598,1
3.943,5.956,1
1.147,2.594,1
5.714,5.084,0
2.424,2.122,0
0.669,6.646,1
5.885,0.969,1
4.952,3.681,1
2.352,1.806,0
1.875,1.001,0
1.699,3.504,1
4.605,3.500,1
0.346,0.578,0
5.204,3.690,1
4.144,4.503,0
2.598,2.413,0
1.285,3.256,1
2.673,2.795,0
3.138,1.221,1
5.123,3.156,1
6.593,4.577,1
3.420,4.951,1
1.651,3.623,1
5.827,1.343,1
0.850,5.784,1
0.277,1.857,1
3.553,3.356,0
0.964,0.525,0
4.410,2.963,1
4.517,1.558,1
1.478,3.021,1
2.573,2.406,0
5.367,3.935,1
2.232,0.497,1
5.619,0.869,1
0.250,4.608,1
5.573,6.105,0
1.190,1.260,0
0.729,5.393,1
0.428,1.743,1
0.470,0.837,0
0.046,4.648,1
1.841,3.260,1
4.892,5.413,0
2.326,1.634,0
1.244,0.073,1
5.211,1.541,1
3.256,5.942,1
5.513,2.920,1
1.938,6.085,1
5.449,2.733,1
5.222,2.917,1
1.324,1.618,0
1.256,0.369,0
4.563,1.354,1
3.217,6.683,1
6.077,0.677,1
4.457,3.236,1
3.793,1.269,1
2.720,2.485,0
6.054,0.437,1
1.195,5.341,1
4.264,2.525,1
6.965,6.124,0
3.626,0.079,1
0.934,2.050,1
2.104,4.921,1
2.732,3.923,1
5.431,4.268,1
3.591,4.124,0
5.543,3.762,1
3.579,6.967,1
1.177,4.446,1
0.381,1.422,1
5.926,0.147,1
4.680,0.956,1
3.642,4.432,0
5.993,4.091,1
0.998,2.546,1
5.581,1.995,1
0.256,1.727,1
5.801,4.221,1
0.275,3.684,1
3.963,0.238,1
3.508,1.267,1
2.137,6.627,1
6.543,4.333,1
3.797,3.204,0
1.510,4.440,1
4.411,0.588,1
3.452,5.716,1
5.903,6.774,0
5.187,1.236,1
0.818,2.493,1
6.661,4.626,1
1.872,3.711,1
6.229,4.930,1
2.821,6.381,1
1.490,2.835,1
2.792,5.735,1
3.652,0.656,1
0.907,2.328,1
0.508,4.971,1
5.528,0.668,1
0.283,3.650,1
3.233,2.461,0
1.250,0.888,0
1.268,4.873,1
1.513,1.673,0
6.824,3.684,1
6.859,2.922,1
3.224,4.989,1
2.419,1.580,0
3.417,3.416,0
5.667,6.787,1
2.209,1.373,0
3.491,2.941,0
6.007,0.940,1
0.821,2.712,1
2.182,1.616,0
3.244,5.421,1
2.565,3.489,0
6.646,6.948,0
3.533,4.527,0
4.765,4.301,0
6.900,5.732,1
6.804,1.419,1
6.887,2.946,1
0.160,6.446,1
5.965,4.899,1
5.715,1.761,1
3.767,0.333,1
3.934,1.894,1
2.633,3.689,1
1.180,5.717,1
4.362,3.679,0
0.271,1.401,1
3.320,4.790,1
4.303,4.960,0
2.796,2.570,0
2.772,6.319,1
0.673,5.136,1
1.844,0.039,1
0.943,1.394,0
1.964,1.528,0
5.456,5.274,0
0.747,3.125,1
3.733,2.048,1
1.446,1.462,0
0.732,3.268,1
4.507,1.357,1
1.458,0.841,0
5.016,2.672,1
3.906,4.493,0
4.690,4.776,0
6.490,6.206,0
4.095,2.186,1
0.493,0.943,0
2.699,1.163,1
3.757,3.032,0
3.725,1.933,1
1.897,6.917,1
5.718,0.862,1
6.440,5.632,0
6.467,6.302,0
5.633,6.336,0
2.625,0.137,1
0.115,6.511,1
1.152,5.192,1
4.173,4.959,0
4.081,5.844,1
2.624,0.934,1
4.465,0.326,1
1.041,5.471,1
1.016,2.032,1
1.281,0.735,0
1.551,1.114,0
2.501,3.379,0
5.979,6.817,0
1.633,4.549,1
3.992,3.657,0
4.288,2.992,1
5.123,1.638,1
2.659,2.562,0
4.777,1.328,1
3.499,1.561,1
4.663,1.779,1
6.324,3.567,1
6.434,1.834,1
6.104,5.518,0
1.822,4.866,1
3.980,3.947,0
0.815,6.077,1
3.506,2.593,0
0.135,0.692,0
3.464,3.430,0
4.306,3.721,0
5.400,3.776,1
5.844,2.198,1
3.127,5.935,1
1.418,4.995,1
3.610,0.293,1
2.458,3.907,1
5.037,2.157,1
0.132,4.464,1
3.839,1.417,1
2.973,6.754,1
6.511,5.295,1
1.890,1.522,0
4.999,0.749,1
4.847,3.403,1
6.561,4.037,1
6.109,2.664,1
2.856,3.693,0
1.088,1.774,0
6.520,3.070,1
3.023,1.318,1
2.932,4.496,1
1.269,4.777,1
0.170,3.101,1
0.381,6.976,1
0.482,0.965,0
4.733,4.743,0
5.840,2.572,1
3.137,3.107,0
5.579,0.186,1
3.473,5.428,1
6.751,6.354,0
3.572,3.292,0
4.437,6.634,1
3.868,3.753,0
2.791,1.042,1
1.557,3.536,1
6.978,0.602,1
4.373,5.263,0
6.735,3.068,1
6.960,4.095,1
0.025,0.119,0
5.744,1.216,1
3.032,4.395,1
3.901,2.214,1
3.932,6.419,1
4.167,1.578,1
5.077,6.996,1
1.623,4.576,1
3.823,0.098,1
4.259,3.967,0
0.338,6.636,1
2.874,5.292,1
3.593,6.694,1
1.707,5.824,1
6.162,2.213,1
5.679,3.055,1
2.431,6.831,1
2.102,2.775,0
3.083,1.059,1
5.594,6.183,0
3.522,0.295,1
2.090,2.745,0
1.053,5.643,1
4.329,4.060,0
6.866,4.001,1
3.299,0.043,1
3.865,6.950,1
4.493,5.406,0
6.350,1.897,1
6.533,2.383,1
5.911,1.330,1
0.555,0.521,0
3.623,6.974,1
6.505,0.921,1
5.315,0.271,1
0.921,3.807,1
1.047,4.095,1
5.640,6.127,0
3.869,1.907,1
6.001,2.188,1
5.623,4.673,0
1.385,2.994,1
4.092,2.297,1
3.088,1.565,1
0.670,0.778,0
1.580,6.860,1
2.500,5.367,1
0.806,5.838,1
4.311,3.051,1
5.674,2.875,1
6.667,6.390,0
5.430,4.949,0
1.449,4.199,1
3.822,1.203,1
6.782,4.890,1
2.423,5.235,1
2.526,1.136,1
1.719,5.373,1
1.430,6.061,1
5.061,1.191,1
4.631,3.844,0
6.403,3.768,1
3.737,2.919,0
2.695,1.359,1
2.220,5.545,1
1.703,2.393,0
2.212,4.749,1
5.533,2.666,1
4.393,3.402,0
5.305,1.682,1
5.974,6.181,0
0.535,5.513,1
1.008,6.527,1
2.304,0.467,1
5.883,3.873,1
6.907,1.724,1
3.018,1.183,1
0.026,0.619,0
4.027,4.632,0
5.399,4.838,0
3.774,3.784,0
6.433,4.194,1
0.178,6.130,1
4.749,3.502,1
4.143,5.353,1
2.628,4.334,1
5.733,6.654,0
4.045,2.622,1
5.332,5.798,0
6.276,2.013,1
2.283,2.083,0
0.766,4.391,1
4.104,5.351,1
6.484,4.982,1
5.715,2.820,1
0.382,0.052,0
2.662,2.976,0
5.320,4.801,0
3.072,3.171,0
5.398,5.744,0
0.346,5.077,1
2.209,2.501,0
3.065,2.237,0
4.920,3.112,1
1.092,6.761,1
5.378,5.522,0
5.059,1.020,1
2.670,0.834,1
5.808,4.077,1
4.442,1.143,1
3.265,1.838,1
2.638,4.018,1
4.379,4.287,0
2.539,0.967,1
0.714,3.659,1
2.402,3.993,1
1.360,1.418,0
2.828,1.353,1
3.104,4.745,1
0.419,1.088,0
4.377,2.413,1
3.782,2.875,0
3.530,0.897,1
5.510,2.869,1
2.776,5.375,1
3.821,6.340,1
3.371,5.162,1
5.730,1.179,1
1.258,0.166,1
5.292,3.232,1
4.070,2.657,1
5.632,5.895,0
5.545,6.721,1
2.271,5.438,1
5.073,3.320,1
2.958,5.875,1
6.015,4.178,1
4.127,5.217,1
5.245,1.067,1
6.761,5.235,1
1.753,3.483,1
4.013,5.302,1
6.547,4.823,1
5.219,0.432,1
5.150,6.905,1
5.153,2.079,1
1.936,1.717,0
5.275,4.609,0
4.933,5.312,0
6.956,2.179,1
6.123,5.711,0
1.134,2.907,1
0.938,2.558,1
1.998,1.639,0
2.022,0.366,1
3.855,5.028,1
0.317,0.076,0
0.565,0.317,0
5.738,0.468,1
0.689,3.465,1
5.961,2.793,1
3.918,1.668,1
2.791,4.896,1
4.279,4.313,0
0.560,3.432,1
6.371,0.742,1
3.877,4.022,0
6.687,3.205,1
4.278,6.812,1
2.893,0.648,1
4.218,0.817,1
1.646,4.133,1
1.783,5.915,1
3.352,3.219,0
3.399,6.675,1
2.018,3.114,1
1.888,6.812,1
1.130,5.930,1
6.276,6.246,0
0.105,5.764,1
3.190,6.693,1
1.149,2.352,1
2.860,6.709,1
6.677,2.992,1
3.689,2.456,1
1.449,1.433,0
4.205,5.518,1
4.666,6.147,1
4.073,2.861,1
2.160,1.972,0
4.600,4.451,0
2.400,4.741,1
3.665,2.262,1
6.561,4.460,1
4.592,2.181,1
0.476,5.861,1
6.014,0.621,1
1.763,1.381,0
5.825,0.846,1
2.708,4.016,1
0.369,2.567,1
5.162,1.870,1
2.443,3.655,1
6.001,1.807,1
1.585,0.929,0
1.832,6.688,1
4.135,3.775,0
3.280,1.644,1
6.788,6.332,0
2.293,6.670,1
1.832,1.978,0
2.025,5.078,1
0.781,1.406,0
1.969,2.444,0
