x1,x2,y
4.585,5.137,0
1.426,5.378,1
4.034,2.192,0
3.406,2.674,0
2.883,6.770,1
1.764,6.093,1
6.638,1.801,1
1.328,6.019,1
5.343,2.982,0
4.502,6.375,0
4.847,2.859,0
1.180,0.110,0
3.132,0.567,0
5.460,3.500,0
6.860,2.146,1
2.215,0.991,0
4.115,5.212,0
3.030,6.956,1
5.062,3.442,0
0.577,0.857,0
4.052,5.775,0
1.886,4.187,0
5.720,2.634,1
2.943,3.679,0
0.125,0.666,0
6.987,3.815,1
2.052,1.834,0
0.671,6.817,1
3.860,0.170,1
5.853,5.073,0
2.129,6.056,1
5.408,4.105,0
2.502,5.955,1
4.480,2.947,0
3.507,5.323,0
4.971,2.297,0
3.602,4.605,0
6.776,1.019,1
3.411,5.317,0
0.880,4.718,1
0.428,6.020,1
2.376,2.691,0
5.406,4.591,0
6.713,5.783,0
5.124,2.097,1
3.681,4.129,0
2.042,3.128,0
5.805,3.802,0
4.486,5.787,0
2.957,1.165,0
5.873,5.554,0
2.315,2.641,0
4.957,1.917,1
6.413,5.520,0
0.382,2.152,0
2.912,3.356,0
6.318,1.721,1
0.947,2.477,0
1.399,1.194,0
5.182,5.735,0
3.018,3.041,0
6.144,3.373,0
2.148,2.504,0
1.137,6.175,1
0.557,0.497,0
4.474,3.449,0
6.204,2.983,1
1.337,6.135,1
2.710,3.040,0
6.863,2.782,1
0.253,1.741,0
2.638,1.715,0
1.289,4.678,1
0.405,6.410,1
1.945,1.278,0
1.602,2.167,0
1.782,6.921,1
5.927,2.746,1
3.451,6.513,1
1.081,1.463,0
0.154,5.644,1
6.518,6.246,0
1.754,0.414,0
1.059,1.474,0
4.251,3.700,0
5.576,0.941,1
2.657,3.499,0
4.772,5.904,0
6.583,2.592,1
6.612,3.041,1
5.794,0.418,1
2.066,0.119,0
3.479,1.221,0
2.977,4.763,0
0.848,0.415,0
4.018,2.736,0
4.920,4.263,0
0.402,3.041,0
6.727,0.100,1
3.335,5.160,0
5.236,3.860,0
1.082,5.772,1
6.655,4.004,0
2.010,5.929,1
6.259,0.839,1
0.804,3.204,0
2.785,3.571,0
2.766,3.268,0
5.122,3.539,0
5.858,2.873,1
4.169,6.450,0
5.784,2.928,0
0.651,1.140,0
0.649,4.156,1
3.524,4.389,0
4.078,6.485,0
0.280,5.650,1
5.562,6.438,0
1.591,2.720,0
2.941,5.339,0
6.948,5.676,0
0.546,6.619,1
4.269,2.058,0
5.386,2.563,0
0.263,3.095,0
3.841,5.830,0
0.104,6.219,1
5.840,2.824,1
2.071,6.789,1
